Verein	ZVR-Zahl	Bezirk	Foerderung_ref	Typ	Jahr	Betrag_EUR	Quelle	Fördergegenstand — Anmerkungen	Programm	Kurzname	Verein_key
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	BMKöS_BMWKMS	Beschluss	2024	6100.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte — Tourneekostenzuschuss			the acousmatic project - verein zur förderung akusmatischer musik
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	BMKöS_BMWKMS	Beschluss	2023	15000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			the acousmatic project - verein zur förderung akusmatischer musik
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	BMKöS_BMWKMS	Beschluss	2022	13400.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			the acousmatic project - verein zur förderung akusmatischer musik
UNSAFE SOUNDS - Verein zur Verteidigung künstlerischer Grauzonen	1670187874	18	BMKöS_BMWKMS	Beschluss	2024	12000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte		Unsafe+Sounds	unsafe sounds - verein zur verteidigung künstlerischer grauzonen
Verein für elektroakustische Musik; Kurztitel VELAK	229137709	2	BMKöS_BMWKMS	Beschluss	2024	1500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte —Tourneekostenzuschuss			verein für elektroakustische musik kurztitel velak
"„Vienna.ACTS"", Verein zur Förderung von Kunst"	130944845	2	BMKöS_BMWKMS	Beschluss	2024	5000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte			"""vienna.acts"", verein zur förderung von kunst"
XOK - Interessensgemeinschaft der experimentellen Musik- und Klangkunstszene Wiens	1792507501	2	BMKöS_BMWKMS	Beschluss	2024	12000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte		XOK	xok - interessensgemeinschaft der experimentellen musik- und klangkunstszene\nwiens
Studio Dan - Verein für Neue Musik	408034688	20	BMWKmS	Beschluss	2026	60000.0	Transparenzportal IFG 2026 — BMWKmS Schreiben GZ 2026-0.020.894 (13.02.2026)	ausbezahlt: Musik Förderung von Vereinen — Zweijahrestätigkeit 2026-2027		Studio Dan	studio dan - verein für neue musik
PHACE - Ensemble für neue Musik	366181964	15	BMKöS_BMWKMS	Beschluss	2022	50000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			phace - ensemble für neue musik
PHACE - Ensemble für neue Musik	366181964	15	BMKöS_BMWKMS	Beschluss	2022	10000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			phace - ensemble für neue musik
rhizome audioart association - Verein zur Verbreitung und Förderung zeitgenössischer Ton-, Klang-, Musik-, Geräusch- und Audiokunst sowie von\naudiovisuellen, medienkünstlerischen, bildenden, literarischen und anderen\nkünstlerischen Ausdrucksformen, die sich mit Klang und Musik auseinandersetzen	317418575	13	BMKöS_BMWKMS	Beschluss	2022	15000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			rhizome audioart association - verein zur verbreitung und förderung zeitgenössischer ton-, klang-, musik-, geräusch- und audiokunst sowie von\naudiovisuellen, medienkünstlerischen, bildenden, literarischen und anderen\nkünstlerischen ausdrucksformen, die sich mit klang und musik auseinandersetzen
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2022	13630.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musik Institutionen	House. Music. Europe		moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2022	10000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2022	12000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte — Kompositionsförderung + Black Page Orchestra	Black Page Orchestra 		moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
Platypus - Verein für Neue Musik	881787755	5	BMKöS_BMWKMS	Beschluss	2022	23000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			platypus - verein für neue musik
Platypus - Verein für Neue Musik	881787755	5	BMKöS_BMWKMS	Beschluss	2025	27000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			platypus - verein für neue musik
Platypus - Verein für Neue Musik	881787755	5	BMKöS_BMWKMS	Beschluss	2026	54000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			platypus - verein für neue musik
Platypus - Verein für Neue Musik	881787755	5	MA7	Beschluss	2026	30000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelnvorhaben im Bereich der Musik  			platypus - verein für neue musik
Platypus - Verein für Neue Musik	881787755	5	MA7	Beschluss	2025	25000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelnvorhaben im Bereich der Musik  			platypus - verein für neue musik
Verein zur Erweiterung des kulturellen und künstlerischen Spektrums (VEKKS)	743276021	15	BMKöS_BMWKMS	Beschluss	2022	7000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme		Vekks	verein zur erweiterung des kulturellen und künstlerischen spektrums (vekks)
Verein zur Erweiterung des kulturellen und künstlerischen Spektrums (VEKKS)	743276021	15	MA7	Beschluss	2022	10000.0	Kunst-, Kultur-, und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Einzelnförderung (Projekte) Stadtteilkultur und Interkulturalität 	Veranstaltungsreihe	Vekks	verein zur erweiterung des kulturellen und künstlerischen spektrums (vekks)
Verein zur Erweiterung des kulturellen und künstlerischen Spektrums (VEKKS)	743276021	15	MA7	Beschluss	2023	14000.0	Kunst-, Kultur-, und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Kulturinitiativen 		Vekks	verein zur erweiterung des kulturellen und künstlerischen spektrums (vekks)
Verein zur Erweiterung des kulturellen und künstlerischen Spektrums (VEKKS)	743276021	15	MA7	Beschluss	2024	18000.0	Kunst-, Kultur-, und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Kulturinitiativen 		Vekks	verein zur erweiterung des kulturellen und künstlerischen spektrums (vekks)
Verein für elektroakustische Musik; Kurztitel VELAK	229137709	5	BMKöS_BMWKMS	Beschluss	2022	11800.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Muskförderung Jahresprogramme			verein für elektroakustische musik kurztitel velak
Reconsil - Verein zur Förderung zeitgenössischer Musik	90914757	5	BMKöS_BMWKMS	Beschluss	2022	6000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			reconsil - verein zur förderung zeitgenössischer musik
Reconsil - Verein zur Förderung zeitgenössischer Musik	90914757	5	BMKöS_BMWKMS	Beschluss	2023	6000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			reconsil - verein zur förderung zeitgenössischer musik
Reconsil - Verein zur Förderung zeitgenössischer Musik	90914757	5	BMKöS_BMWKMS	Beschluss	2024	6000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			reconsil - verein zur förderung zeitgenössischer musik
Between Feathers	1931401223	14	BMKöS_BMWKMS	Beschluss	2022	6000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			between feathers
Between Feathers	1931401223	14	BMKöS_BMWKMS	Beschluss	2022	7500.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			between feathers
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	BMKöS_BMWKMS	Beschluss	2023	5000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			ensemble n - verein und ensemble für zeitgenössische musik
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	BMKöS_BMWKMS	Beschluss	2022	2500.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			ensemble n - verein und ensemble für zeitgenössische musik
RRRIOT - Verein zur Förderung und Vermittlung feministischen Kulturschaffens	176821539	10	BMKöS_BMWKMS	Beschluss	2022	7000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderungen Jahresprogramme			rrriot - verein zur förderung und vermittlung feministischen kulturschaffens
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2022	20000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musik Institutionen	EUROPAVOX, EU Projekt	WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2022	120300.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Bildendekunst  Jahresprogramme — venue: Kunsthalle Exnergasse		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2022	1150000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Darstellende Kunst Freie Gruppierungen und Häuser — Jahrestätigkeit 		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2022	250000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Darstellende Kunst Freie Gruppierungen und Häuser — Jahrestätigkeit Performing Arts		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2022	31000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Bildende Kunst und Medienkunst		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS_BMWKMS	Beschluss	2022	7000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst			sp ce. verein zur förderung von kunst und transdisziplinarität
SISTERS - Verein für queer feministische Kunst und Kultur	914774238	15	BMKöS_BMWKMS	Beschluss	2022	8000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte	HYPERREALITY		sisters - verein für queer feministische kunst und kultur
id/l Agentur für Kunst und Kultur	214732532	18	BMKöS_BMWKMS	Beschluss	2022	19000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst	Sonic Territories	id/l	id/l agentur für kunst und kultur
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	BMKöS_BMWKMS	Beschluss	2022	4000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2023	3500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte – Kompositionsförderung 	House. Music. Europe		moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2023	12000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
Between Feathers	1931401223	14	BMKöS_BMWKMS	Beschluss	2023	12000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			between feathers
Between Feathers	1931401223	14	BMKöS_BMWKMS	Beschluss	2024	13000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			between feathers
Alexander Eberhard	[Einzelperson]	3	BMKöS_BMWKMS	Beschluss	2023	5000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			alexander eberhard
Alexander Eberhard	[Einzelperson]	3	BMKöS_BMWKMS	Beschluss	2022	5000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			alexander eberhard
PHACE - Ensemble für neue Musik	366181964	15	BMKöS_BMWKMS	Beschluss	2023	65000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			phace - ensemble für neue musik
Platypus - Verein für Neue Musik	881787755	5	BMKöS_BMWKMS	Beschluss	2023	25000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			platypus - verein für neue musik
Platypus - Verein für Neue Musik	881787755	5	BMKöS_BMWKMS	Beschluss	2024	27000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			platypus - verein für neue musik
Verein für elektroakustische Musik; Kurztitel VELAK	229137709	5	BMKöS_BMWKMS	Beschluss	2023	13000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			verein für elektroakustische musik kurztitel velak
Verein für elektroakustische Musik; Kurztitel VELAK	229137709	5	BMKöS_BMWKMS	Beschluss	2023	9000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			verein für elektroakustische musik kurztitel velak
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	BMKöS_BMWKMS	Beschluss	2023	10000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		PARKEN	parken, verein zur förderung experimenteller musik im öffentlichem raum
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	BMKöS_BMWKMS	Beschluss	2022	7200.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderungen Projekte		PARKEN	parken, verein zur förderung experimenteller musik im öffentlichem raum
Verein zur Erweiterung des kulturellen und künstlerischen Spektrums (VEKKS)	743276021	15	BMKöS_BMWKMS	Beschluss	2023	6000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Vekks	verein zur erweiterung des kulturellen und künstlerischen spektrums (vekks)
Verein zur Erweiterung des kulturellen und künstlerischen Spektrums (VEKKS)	743276021	15	BMKöS_BMWKMS	Beschluss	2024	8000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Vekks	verein zur erweiterung des kulturellen und künstlerischen spektrums (vekks)
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil"	462456728	18	BMKöS_BMWKMS	Beschluss	2023	6000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Ventil Records	"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
Verein zur Förderung der Neuen Musik im Kirchenraum	812262237	15	BMKöS_BMWKMS	Beschluss	2023	13000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte	Neue Musik in St. Ruprecht		verein zur förderung der neuen musik im kirchenraum
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS_BMWKMS	Beschluss	2023	7000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst			sp ce. verein zur förderung von kunst und transdisziplinarität
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS_BMWKMS	Beschluss	2023	2500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Projekte Vereine, Einzelnpersonen Medienkunst			sp ce. verein zur förderung von kunst und transdisziplinarität
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS_BMWKMS	Beschluss	2022	2500.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Projekte Vereine, Einzelnpersonen Medienkunst			sp ce. verein zur förderung von kunst und transdisziplinarität
id/l Agentur für Kunst und Kultur	214732532	18	BMKöS_BMWKMS	Beschluss	2023	22000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst	Sonic Territories Festival	id/l	id/l agentur für kunst und kultur
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	BMKöS_BMWKMS	Beschluss	2023	10000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		klang.kunst.etage	klang.kunst.etage - verein für experimentelle musik und kunstprojekte
RRRIOT - Verein zur Förderung und Vermittlung feministischen Kulturschaffens	176821539	10	BMKöS_BMWKMS	Beschluss	2024	7500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte			rrriot - verein zur förderung und vermittlung feministischen kulturschaffens
FAM Kulturverein	1490968765	[Klagenfurt]	BMKöS_BMWKMS	Beschluss	2024	10000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Vereine Kunst- und Kulturprojekte 	NAWA Festival		fam kulturverein
"""Vienna.ACTS"", Verein zur Förderung von Kunst"	130944845	7	BMKöS_BMWKMS	Beschluss	2024	28000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Kunst- und Kulturprojekte Vereine	Salam Music & Arts Festival		"""vienna.acts"", verein zur förderung von kunst"
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2024	450000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Vereine Kulturprogramme und -vermittlung		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2024	140000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Bildendekunst Jahresprogramme — Ausnahme		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2024	20000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musik Institutionen	EUROPAVOX, EU Projekt	WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2024	2100000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Kulturinitiativen Gesamtförderungen (Jahrestätigkeit)		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2024	275000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Darstellende Kunst Freie Gruppierungen und Häuser — Jahrestätigkeit Performing Arts		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2024	30000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Bildende Kunst und Medienkunst — Kunsthalle Exnergasse		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
Wien Modern, Verein für neue Musik	678661440	3	BMKöS_BMWKMS	Beschluss	2024	350000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst		Wien Modern	wien modern, verein für neue musik
Verein für Kunstvermischung	448124582	17	BMKöS_BMWKMS	Beschluss	2024	13650.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Kunst- und Kulturprojekte Vereine	Der Blöde Dritte Mittwoch		verein für kunstvermischung
SISTERS - Verein für queer feministische Kunst und Kultur	914774238	15	BMKöS_BMWKMS	Beschluss	2023	10000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte	HYPERREALITY		sisters - verein für queer feministische kunst und kultur
Regina Fisch	[Einzelperson]	[nicht dokumentiert]	BMKöS_BMWKMS	Beschluss	2023	3000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst	Festival for Jazz and Adventurous Music		regina fisch
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2025	10000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Bildendekunst und Medienkunst			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2025	14000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	BMKöS_BMWKMS	Beschluss	2025	25000.0	Transparenzportal IFG 2025	ausbezahlt: Video- Medienkunst Förderung von Vereinen			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	BMKöS_BMWKMS	Beschluss	2025	5000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung internationaler Projekte im Kunst und Kulturbereich			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2026	10000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Bildendekunst und Medienkunst			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2026	14000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	BMKöS_BMWKMS	Beschluss	2026	33000.0	Transparenzportal IFG 2026	ausbezahlt: Video- Medienkunst Förderung von Vereinen			tonspur kunstverein wien
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	MA7	Beschluss	2025	10000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	BMKöS_BMWKMS	Beschluss	2025	6500.0	Transparenzportal IFG 2025	ausbezahlt: Förderung Festspiele und ähnlichen Saisonveranstaltungen Förderungen			suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	MA7	Beschluss	2026	10000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	BMKöS_BMWKMS	Beschluss	2026	7000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			suena - verein zur förderung und verbreitung neuer musik
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	MA7	Beschluss	2025	20000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	BMKöS_BMWKMS	Beschluss	2025	17500.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	MA7	Beschluss	2026	15000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	BMKöS_BMWKMS	Beschluss	2026	17500.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	18	MA7	Beschluss	2025	16500.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	18	MA7	Beschluss	2025	3700.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	18	MA7	Beschluss	2026	2000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2025	12000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			parken, verein zur förderung experimenteller musik im öffentlichem raum
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	BMKöS_BMWKMS	Beschluss	2025	10000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			parken, verein zur förderung experimenteller musik im öffentlichem raum
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2026	6000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			parken, verein zur förderung experimenteller musik im öffentlichem raum
